painting,art_style,emotion,repetition,emotion_label,pne,Link,utterance,generated_emotion_text
marc-chagall_pliushkin-treats-tchtchikov,Naive_Art_Primitivism,amusement,5,0,0,https://uploads1.wikiart.org/images/marc-chagall/pliushkin-treats-tchtchikov.jpg,The look on the gentleman's face is priceless. He appears to be up to no good. Even a dirty old man has a chance at seduction. The guy appears to be pouring shots which is a fun activity and he has a funny smile on his face. Looks like hes having a great time.,Amusement
frans-hals_mulatto-1627,Baroque,amusement,7,0,0,https://uploads2.wikiart.org/images/frans-hals/mulatto-1627.jpg,"that grin is great! Sly and playful looking playful looking face of a gentlemen, his simple is perfect This looks like an oil painting made for a movie starring Jack Black as a drunken American who just found out he's secret royalty. The humorous look on the mans face amuses me. The man's facial expression and smile looks happy and almost as if he is laughing.",Amusement
albrecht-durer_christ-being-crowned-with-thorns-1510,Northern_Renaissance,fear,6,6,1,https://uploads4.wikiart.org/images/albrecht-durer/christ-being-crowned-with-thorns-1510.jpg,I dislike the violence suggested by some of the people in this image...Is that Jesus? i can't quite tell what's happening here but i'm concerned about the action in the background The darkness makes you feel fear and the turmoil in the background solidifies the fear.,Fear
alexander-orlowski_peasant-in-a-cart-1812,Romanticism,contentment,5,2,0,https://uploads2.wikiart.org/images/alexander-orlowski/peasant-in-a-cart-1812.jpg,"Calm and plesent pastorial scene, relaxing. I like this one too. I like the simple style and scene being shown with the man and his cart",
camille-pissarro_landscape-at-osny-1883,Impressionism,contentment,6,2,0,https://uploads0.wikiart.org/images/camille-pissarro/landscape-at-osny-1883.jpg,"the colors are fresh, and the clouds are wispy. For me, the nature in this painting is the centerpiece for me.  I love the way the bushes and grass are drawn in this painting. Bright and vivid application of neutral color makes this a nice scene",Contentment
pieter-bruegel-the-elder_armed-three-master-with-daedalus-and-icarus-in-the-sky-1562,Northern_Renaissance,fear,6,6,1,https://uploads0.wikiart.org/images/pieter-bruegel-the-elder/armed-three-master-with-daedalus-and-icarus-in-the-sky-1562.jpg,The sharp peaks of the waves and rocky shore make this appear as a hellish scene. The sea looks rough and uninviting as the waves crash against the ship. The waves of the water look strong and dangerous.,Fear
richard-gerstl_emile-gerstl-father-1907,Pointillism,sadness,5,7,1,https://uploads0.wikiart.org/images/richard-gerstl/emile-gerstl-father-1907.jpg,"It reminds me of an old man who could be dying. He doesn't look happy. I feel sad because he looks alone, he doesn't look happy and he is just sitting there with nobody around.",Sadness
ivan-bilibin_illustration-for-the-tale-of-prince-ivan-the-firebird-and-the-grey-wolf-1899-6,Art_Nouveau_Modern,fear,5,6,1,https://uploads7.wikiart.org/images/ivan-bilibin/illustration-for-the-tale-of-prince-ivan-the-firebird-and-the-grey-wolf-1899-6.jpg,Maybe the wolf is about to go hunt people in a small village? The circling birds at top left hint at something ominous in the distance that has captured the wolf's attention.,Fear
fernando-botero_self-portrait-the-day-of-the-first-communion,Naive_Art_Primitivism,fear,5,6,1,https://uploads3.wikiart.org/images/fernando-botero/self-portrait-the-day-of-the-first-communion.jpg,The good and bad angel over the shoulder and wondering if he is going to stay good or let the bad come out Looks like little devil bats on his shoulder.,Fear
carl-ludwig-johann-christineck_portrait-of-sarah-cook-1775,Rococo,contentment,6,2,0,https://uploads1.wikiart.org/images/carl-ludwig-johann-christineck/portrait-of-sarah-cook-1775.jpg,"The woman is elegant and regal and in beige fancy dress Happiness reflected in the eyes coming from the heart. the woman's grace and elegance make the viewer feel calm, as if they are standing in front of a great lady",Contentment
georges-braque_guitar-program-statue-d-epouvante-1913,Synthetic_Cubism,amusement,5,0,0,https://uploads5.wikiart.org/images/georges-braque/guitar-program-statue-d-epouvante-1913.jpg,The organized art of making music collides with the disorganization of painter's thoughts. the depth of the image,Disgust
joshua-reynolds_lady-charles-spencer,Rococo,contentment,5,2,0,https://uploads6.wikiart.org/images/joshua-reynolds/lady-charles-spencer.jpg,"The dog's posture looks relaxed, like he doesn't fear the night around them, and the woman looks serene in her paleness. The dark and cloudy sky gives way to a time of rest and relaxation. The pale skinned woman really contrasts the pitch black dog she holds.",Contentment
utagawa-kuniyoshi_the-actor-7,Ukiyo_e,amusement,6,0,0,https://uploads8.wikiart.org/images/utagawa-kuniyoshi/the-actor-7.jpg,The expression on the face makes him look cross-eyed. The man's cartoonish expression makes an unfunny painting very funny. The expression on the warrior and clothing make him look like an iguana.,Amusement
agostino-carracci_angelica-and-medor,Baroque,amusement,6,0,0,https://uploads6.wikiart.org/images/agostino-carracci/angelica-and-medor.jpg,"the clean, clear style makes the scene look overly serious the stark, simple style contrasts with the bawdy scene It's straight up 17th century porn! HA!",Amusement
georges-braque_bottle-1914,Synthetic_Cubism,contentment,6,2,0,https://uploads5.wikiart.org/images/georges-braque/bottle-1914.jpg,"The colors play nicely. it looks like the side table where you leave your pipe, drinks, and books. The shapes are simply put together, and the coloring complements it. So, I like it.",Amusement
raphael-kirchner_figures-on-turquoise-background-1901-1,Art_Nouveau_Modern,contentment,5,2,0,https://uploads7.wikiart.org/images/raphael-kirchner/figures-on-turquoise-background-1901-1.jpg,"This is actually nice, if it is a letter from a kid to his/her mother it makes me feel nostalgic in a good way, the female seems safe and happy",Amusement
katsushika-hokusai_yama-uba-1,Ukiyo_e,disgust,5,5,1,https://uploads8.wikiart.org/images/katsushika-hokusai/yama-uba-1.jpg,it looks like it was done a by a child with a heavy cartoon feel to it the detailing in the drawing put me off and the colors are so drab,Disgust
forrest-bess_untitled-1957,Abstract_Expressionism,amusement,5,0,0,https://uploads5.wikiart.org/images/forrest-bess/untitled-1957.jpg,"could be a feather, a snake, a road This looks like so many things. Is it a boomerang, is it a railroad track, is it a feather?  I like it and I like the unsure part.",Excitement
edvard-munch_self-portrait-in-hell-1903,Expressionism,fear,5,6,1,https://uploads0.wikiart.org/images/edvard-munch/self-portrait-in-hell-1903.jpg,"The orange background makes me think of fire and the black is like smoke as if the man is in a fire or in Hell The red and black in the photo make the man look evil. The man's fearful face, along with the orange and black color scheme, make me believe he's burning. That black shadowy shape behind the man could be a demon, or dark wings coming from behind him. The warm orange colors of the painting make one feel like he's in the underworld.",Fear
brice-marden_nebraska-1966,Minimalism,sadness,6,7,1,https://uploads5.wikiart.org/images/brice-marden/nebraska-1966.jpg,"sad because its so basic Sadness, it's just a dull color blue.  It's kind of a sad color, it reminds me of the hospital. sad.  very sad.  nothingness.  blue It's gray, nothing but a solid square of gray, like one little snapshot of the side of a navy ship",Sadness
paul-cezanne_a-modern-olympia-1874,Impressionism,anger,5,4,1,https://uploads4.wikiart.org/images/paul-cezanne/a-modern-olympia-1874.jpg,The dark figure drinking in this scene is certainly evil Evil and sick acts were done on this woman and men can be sick with their depravity.,Amusement
fred-sandback_untitled-1972-1,Minimalism,disgust,5,5,1,https://uploads8.wikiart.org/images/fred-sandback/untitled-1972-1.jpg,This appears to be a shelf and not artwork. A rod is art?  What a waste of space.,Disgust
armand-guillaumin_la-place-valhubert-1875,Impressionism,contentment,5,2,0,https://uploads2.wikiart.org/images/armand-guillaumin/la-place-valhubert-1875.jpg,The peaceful snow and the slow walking of two friends through it is soothing. The colors of the sky make it look like a pleasent cold early morning. This beautiful combinations of colors is so relaxing and satisfying to look at It looks like a very nice place to take a walk.,Contentment
hieronymus-bosch_beehive-and-witches,Northern_Renaissance,amusement,5,0,0,https://uploads6.wikiart.org/images/hieronymus-bosch/beehive-and-witches.jpg,"It's funny that there are people chasing birds with their hands looks like what someone's thanksgiving was with family caos, confusion, crazy people and stories to share",Amusement
alphonse-mucha_zodiac-1896,Art_Nouveau_Modern,contentment,6,2,0,https://uploads5.wikiart.org/images/alphonse-mucha/zodiac-1896.jpg,"Divination using the zodiac suggests nature's magic can bring wealth and happiness even beauty.  Ancient knowledge is being celebrated in this portrait.  Getting what we want is the most ancient of human desires, but that is not necessarily without a high price. it looks a bit like a picture for a comic but it is still a nice piece Very beautiful painting. I believe you would see in a waiting room or restaurant. Maybe even in a home. the plants painted along the edges are relaxing",Contentment
ivan-shishkin_pine-forest-in-viatka-province-1872,Realism,contentment,5,2,0,https://uploads1.wikiart.org/images/ivan-shishkin/pine-forest-in-viatka-province-1872.jpg,"This picture looks covered in pollen. The green and yellow colors makes the photo look scary. The forest looks completely abandoned and at peace The scenery is very nice. I like the greens chosen and the stream makes it seem peaceful, although a bit hazy.",Fear
